Dataset,Run,Runtime,GOReached
letter_16,1,0.19870901107788086,true
letter_16,2,0.4744279384613037,true
letter_16,3,0.00858306884765625,true
letter_16,4,0.09600996971130371,true
letter_16,5,1.603576898574829,false
letter_16,6,0.2238461971282959,true
letter_16,7,0.3783910274505615,true
letter_16,8,0.6971759796142578,true
letter_16,9,0.4436330795288086,true
letter_16,10,0.3409299850463867,true
letter_16,11,0.01301884651184082,true
letter_16,12,0.12231612205505371,true
letter_16,13,0.2919800281524658,true
letter_16,14,0.10794401168823242,true
letter_16,15,0.6689591407775879,true
letter_16,16,0.19561195373535156,true
letter_16,17,0.24165105819702148,true
letter_16,18,0.39713311195373535,true
letter_16,19,0.4800758361816406,true
letter_16,20,0.4886147975921631,true
letter_16,21,0.6747939586639404,true
letter_16,22,0.4929230213165283,true
letter_16,23,0.04229307174682617,true
letter_16,24,0.5399010181427002,true
letter_16,25,0.09003400802612305,true
letter_16,26,0.040116071701049805,true
letter_16,27,0.5952460765838623,true
letter_16,28,0.27895092964172363,true
letter_16,29,0.44207000732421875,true
letter_16,30,0.6739840507507324,true
letter_16,31,0.07956910133361816,true
letter_16,32,0.3814868927001953,true
letter_16,33,0.39418792724609375,true
letter_16,34,0.006387948989868164,true
letter_16,35,0.8939738273620605,true
letter_16,36,0.493117094039917,true
letter_16,37,1.5612869262695312,false
letter_16,38,0.2461090087890625,true
letter_16,39,1.5546891689300537,false
letter_16,40,0.2830538749694824,true
letter_16,41,0.32346606254577637,true
letter_16,42,0.7905938625335693,true
letter_16,43,0.029596805572509766,true
letter_16,44,0.1849520206451416,true
letter_16,45,0.4803340435028076,true
letter_16,46,0.6571588516235352,true
letter_16,47,0.22340607643127441,true
letter_16,48,0.2260570526123047,true
letter_16,49,0.17235088348388672,true
letter_16,50,0.495898962020874,true
letter_16,51,0.8036198616027832,true
letter_16,52,0.5483648777008057,true
letter_16,53,0.10013508796691895,true
letter_16,54,0.40530896186828613,true
letter_16,55,0.16875982284545898,true
letter_16,56,0.6069431304931641,true
letter_16,57,0.09076595306396484,true
letter_16,58,0.7699289321899414,true
letter_16,59,0.2538590431213379,true
letter_16,60,0.1699237823486328,true
letter_16,61,0.13501381874084473,true
letter_16,62,1.6549971103668213,false
letter_16,63,0.80942702293396,true
letter_16,64,1.2931861877441406,true
letter_16,65,0.2368929386138916,true
letter_16,66,0.3846890926361084,true
letter_16,67,0.08583188056945801,true
letter_16,68,0.411545991897583,true
letter_16,69,0.3998289108276367,true
letter_16,70,7.009506225585938e-5,true
letter_16,71,0.4806828498840332,true
letter_16,72,0.22572922706604004,true
letter_16,73,0.05584096908569336,true
letter_16,74,0.44147300720214844,true
letter_16,75,0.04880809783935547,true
letter_16,76,0.07072997093200684,true
letter_16,77,0.34360313415527344,true
letter_16,78,1.5604448318481445,false
letter_16,79,1.4784228801727295,true
letter_16,80,0.1761760711669922,true
letter_16,81,0.8526420593261719,true
letter_16,82,0.5762720108032227,true
letter_16,83,0.4480409622192383,true
letter_16,84,0.19609904289245605,true
letter_16,85,1.2682549953460693,true
letter_16,86,0.11749696731567383,true
letter_16,87,0.31205201148986816,true
letter_16,88,0.0012631416320800781,true
letter_16,89,0.5464639663696289,true
letter_16,90,1.357692003250122,true
letter_16,91,0.015336036682128906,true
letter_16,92,0.36055707931518555,true
letter_16,93,1.2163279056549072,true
letter_16,94,0.849647045135498,true
letter_16,95,0.5425169467926025,true
letter_16,96,0.1119229793548584,true
letter_16,97,0.13964509963989258,true
letter_16,98,0.07400393486022949,true
letter_16,99,0.6851930618286133,true
letter_16,100,0.30474400520324707,true
